onet_code,technology,trendy,demand
13-2011.00,Brentmark Estate Planning Quickview,N,N
13-2011.00,Cammack Computations Inter-Est,N,N
13-2011.00,Cartesis ES Magnitude,N,N
13-2011.00,Cartesis Magnitude iAnalysis,N,N
13-2011.00,CaseWare International IDEA,N,N
13-2011.00,CaseWare International IDEA SmartAnalyzer,N,N
13-2011.00,CaseWare Working Papers,N,N
13-2011.00,CashFlow Guardian,N,N
13-2011.00,CCH ProSystem fx TAX,N,N
13-2011.00,CCIS AccountAbility,N,N
13-2011.00,Cebos MQ1 Audit System,N,N
13-2011.00,Choice Technologies PowerBill +,N,N
13-2011.00,Client billing software,N,N
13-2011.00,Corel WordPerfect Office Suite,N,N
13-2011.00,Corporate Responsibility System Technologies Limited Compliance Positioning System,N,N
13-2011.00,Cost accounting software,N,N
13-2011.00,CPSI EHR System,N,N
13-2011.00,Creative Solutions UltraTax 1040,N,N
13-2011.00,CYMA IV Accounting for Windows,N,N
13-2011.00,D'Arcangelo Galileo,N,N
13-2011.00,Data entry software,N,N
13-2011.00,Data extraction software,N,N
13-2011.00,Database software,N,N
13-2011.00,Datavantage,N,N
13-2011.00,Delphi Technology,N,N
13-2011.00,Digital analysis tests and statistics DATAS for Excel,N,N
13-2011.00,Digital analysis tests and statistics DATAS for SAS,N,N
13-2011.00,Document management system software,N,N
13-2011.00,Eko,N,N
13-2011.00,Epic Systems,Y,N
13-2011.00,Estate planning software,N,N
13-2011.00,Evron Computer Systems SAGE PFW (Platinum For Windows),N,N
13-2011.00,Exact Software Macola ES,N,N
13-2011.00,eXtensible Business Reporting Language XBRL,N,N
13-2011.00,FileMaker Pro,N,N
13-2011.00,Financial Competence,N,N
13-2011.00,Financial reporting software,N,N
13-2011.00,Financial statement software,N,N
13-2011.00,Fixed-assets depreciation software,N,N
13-2011.00,FRx Software Microsoft FRx,N,N
13-2011.00,Fund accounting software,N,N
13-2011.00,General ledger software,N,N
13-2011.00,Google Docs,Y,N
13-2011.00,Google Sheets,Y,N
13-2011.00,Google Slides,N,N
13-2011.00,Guidance Software EnCase Enterprise,N,N
13-2011.00,H&R Block Tax,N,N
13-2011.00,Healthcare common procedure coding system HCPCS,N,N
13-2011.00,Heron CrossTie General Ledger,N,N
13-2011.00,Human resource management software HRMS,N,N
13-2011.00,IAD Audit Leverage,N,N
13-2011.00,IBM Cognos Impromptu,N,N
13-2011.00,IBM Notes,N,N
13-2011.00,IBM Power Systems software,N,N
13-2011.00,IBM SPSS Statistics,Y,N
13-2011.00,IDMS Account Ability,N,N
13-2011.00,Income tax return preparation software,N,N
13-2011.00,InformationActive ActiveData for Excel,N,N
13-2011.00,Intellitax financial solutions software,N,N
13-2011.00,Internal audit software,N,N
13-2011.00,Intrax ProcedureNet,N,N
13-2011.00,Intuit Lacerte,N,N
13-2011.00,Intuit ProSeries,N,N
13-2011.00,Intuit QuickBooks,Y,Y
13-2011.00,Intuit TurboTax,N,N
13-2011.00,Invoice software,N,N
13-2011.00,Iron Mountain Accutrac records management software,N,N
13-2011.00,Kirix ProffiPoint,N,N
13-2011.00,KPB Associates TaxStream,N,N
13-2011.00,Lawson ERP,N,N
13-2011.00,Lead Activity Analyzer,N,N
13-2011.00,Lead Business Analyzer,N,N
13-2011.00,LexisNexis,N,N
13-2011.00,Lumigent Entegra,N,N
13-2011.00,Medical condition coding software,N,N
13-2011.00,Medical procedure coding software,N,N
13-2011.00,MEDITECH software,Y,N
13-2011.00,MethodWare ProAudit Advisor,N,N
13-2011.00,Micronetics Xpert Write-up,N,N
13-2011.00,Microsoft Access,Y,N
13-2011.00,Microsoft Dynamics,N,N
13-2011.00,Microsoft Dynamics GP,N,N
13-2011.00,Microsoft Dynamics NAV,N,N
13-2011.00,Microsoft Dynamics SL,N,N
13-2011.00,Microsoft Excel,Y,Y
13-2011.00,Microsoft Exchange,N,N
13-2011.00,Microsoft FRx,N,N
13-2011.00,Microsoft Office software,Y,Y
13-2011.00,Microsoft OneNote,N,N
13-2011.00,Microsoft Outlook,Y,Y
13-2011.00,Microsoft PowerPoint,Y,Y
13-2011.00,Microsoft Project,Y,N
13-2011.00,Microsoft Publisher,N,N
13-2011.00,Microsoft SharePoint,Y,N
13-2011.00,Microsoft SQL Server,Y,N
13-2011.00,Microsoft Visio,Y,N
13-2011.00,Microsoft Visual Basic,Y,N
13-2011.00,Microsoft Visual Basic for Applications VBA,Y,N
13-2011.00,Microsoft Windows,Y,N
13-2011.00,Microsoft Word,Y,N
13-2011.00,Microsoft Works,N,N
13-2011.00,MRO Audit Tracker,N,N
13-2011.00,Multiview Accounts Receivable,N,N
13-2011.00,NetSuite ERP,N,N
13-2011.00,New Millennium Communications Genesis Accounting,N,N
13-2011.00,NewPortWave Year End Solutions,N,N
13-2011.00,NortonLifeLock cybersecurity software,N,N
13-2011.00,OmniRIM Records Management Suite,N,N
13-2011.00,Oracle Business Intelligence Enterprise Edition,N,N
13-2011.00,Oracle Database,Y,N
13-2011.00,Oracle E-Business Suite Financials,N,N
13-2011.00,Oracle Fusion Applications,N,N
13-2011.00,Oracle Hyperion,N,N
13-2011.00,Oracle JD Edwards EnterpriseOne,N,N
13-2011.00,Oracle PeopleSoft,Y,N
13-2011.00,Oracle PeopleSoft Financials,N,N
13-2011.00,Oracle Primavera Enterprise Project Portfolio Management,Y,N
13-2011.00,OSI TrustWise,N,N
13-2011.00,Paisley AutoAudit,N,N
13-2011.00,Paisley Cardmap,N,N
13-2011.00,Paisley Focus Control Assurance,N,N
13-2011.00,Paisley IssueTrack,N,N
13-2011.00,Paisley RiskNavigator,N,N
13-2011.00,Palisade @Risk,N,N
13-2011.00,Payroll software,N,N
13-2011.00,Pentana audit work system PAWS,N,N
13-2011.00,Pleier Audit Management System,N,N
13-2011.00,Practice management software PMS,N,N
13-2011.00,PricewaterhouseCoopers TeamMate,N,N
13-2011.00,Pro Systems Client Write-Up System for Windows,N,N
13-2011.00,Profit Developers Electronic File Interchange,N,N
13-2011.00,PROPHIX Enterprise,N,N
13-2011.00,Qlik Tech QlikView,N,N
13-2011.00,R,Y,N
13-2011.00,Recovery audit software,N,N
13-2011.00,Roundtable Software Advantage Accounting System,N,N
13-2011.00,RSM McGladrey Advanced Practice Solutions Paperless Audit,N,N
13-2011.00,RSM McGladrey Auditor Assistant,N,N
13-2011.00,Sage 300 Construction and Real Estate,N,N
13-2011.00,Sage 50 Accounting,N,N
13-2011.00,Sage BusinessWorks,N,N
13-2011.00,Sage CPAAccounts Payable,N,N
13-2011.00,Sage CPAAccounts Receivable,N,N
13-2011.00,Sage CPAClient Checkbook,N,N
13-2011.00,Sage CPADocument Manager,N,N
13-2011.00,Sage EDP Payroll Tax,N,N
13-2011.00,Sage ERP Accpac,N,N
13-2011.00,Sage HandiSoft HandiLedger,N,N
13-2011.00,Sage HRMS,N,N
13-2011.00,Sage MAS 200 ERP,N,N
13-2011.00,Sage MAS 500,N,N
13-2011.00,Sage Platinum for Windows PFW,N,N
13-2011.00,Sageworks ProfitCents,N,N
13-2011.00,Salesforce software,Y,N
13-2011.00,Sampson Data Pattern Index software,N,N
13-2011.00,SAP Business Objects,N,N
13-2011.00,SAP BusinessObjects Data Integrator,N,N
13-2011.00,SAP Concur,Y,N
13-2011.00,SAP Crystal Reports,N,N
13-2011.00,SAP software,Y,Y
13-2011.00,SAS,Y,N
13-2011.00,Softrax Revenue Management,N,N
13-2011.00,Solutions Technology & Software HR Premier,N,N
13-2011.00,Spreadsheet software,N,N
13-2011.00,Star Software Fixed Asset Depreciation,N,N
13-2011.00,Star Software Materiality Calculator,N,N
13-2011.00,Structured query language SQL,Y,N
13-2011.00,Summit Software Summit Biofuels Accounting,N,N
13-2011.00,Swift,Y,N
13-2011.00,Sync Essentials Trade Accountant,N,N
13-2011.00,Tableau,Y,N
13-2011.00,Tax compliance property tax management software,N,N
13-2011.00,Tax software,N,N
13-2011.00,TechSmith Camtasia,N,N
13-2011.00,Teradata Database,Y,N
13-2011.00,Thomson Creative Solutions Engagement CS,N,N
13-2011.00,Thomson Creative Solutions Financial Analysis CS,N,N
13-2011.00,Thomson GoSystem Tax,N,N
13-2011.00,Thomson PPC e-Tools Suite,N,N
13-2011.00,Thomson Reuters Risk Management,N,N
13-2011.00,TimeValue software,N,N
13-2011.00,TopCAATs,N,N
13-2011.00,TrendTracker Compliance Solution,N,N
13-2011.00,Tropics workers' compensation software,N,N
13-2011.00,Tumbleweed SecureTransport,N,N
13-2011.00,UA Business Software Professional Edition,N,N
13-2011.00,Universal Tax Systems TaxWise,N,N
13-2011.00,UNIX,Y,N
13-2011.00,WizSoft WizRule,N,N
13-2011.00,WizSoft WizWhy,N,N
13-2011.00,Workday software,Y,N
13-2011.00,WorkForce Software EmpCenter Time and Attendance,N,N
13-2011.00,Yardi software,Y,N
13-2011.00,Yardi Systems Yardi Enterprise,N,N
13-2022.00,Ascend Property Assessment,N,N
13-2022.00,Bruno Realty eNeighboorhoods,N,N
13-2022.00,Computer assisted mass appraisal CAMA software,N,N
13-2022.00,Cost estimating software,N,N
13-2022.00,CPR Visual Estimator,N,N
13-2022.00,HP 49G+ Appraiser Fee Calculator,N,N
13-2022.00,Mass appraisal records system MARS,N,N
13-2022.00,Microsoft Access,Y,N
13-2022.00,Microsoft Excel,Y,N
13-2022.00,Microsoft Office software,Y,N
13-2022.00,Microsoft Outlook,Y,N
13-2022.00,Microsoft PowerPoint,Y,N
13-2022.00,Microsoft Windows,Y,N
13-2022.00,Microsoft Word,Y,N
13-2022.00,Web browser software,N,N
13-2022.00,Wilson's Computer Applications RealEasy Appraisals,N,N
13-2022.00,WinEstimator WinEst,N,N
13-2022.00,WinGap,N,N
13-2022.00,Word processing software,N,N
13-2022.00,Yardi software,Y,N
13-2023.00,a la mode Pocket TOTAL,N,N
13-2023.00,a la mode WinTOTAL,N,N
13-2023.00,ACI Appraiser's Choice,N,N
13-2023.00,Apex IV Assessor,N,N
13-2023.00,Apex IV Fee Appraiser,N,N
13-2023.00,Apex MobileSketch,N,N
13-2023.00,Apple iOS,Y,N
13-2023.00,Ascend Property Assessment,N,N
13-2023.00,Bradford ClickFORMS,N,N
13-2023.00,Bruno Realty eNeighboorhoods,N,N
13-2023.00,Business Management Systems Municipal Geographic Management System MGMS,N,N
13-2023.00,Compass Municipal Services CAMAlot,N,N
13-2023.00,Computer assisted mass appraisal CAMA software,N,N
13-2023.00,Concierge Systems Report Concierge,N,N
13-2023.00,Construction Management Software ProEst,N,N
13-2023.00,Cost estimating software,N,N
13-2023.00,CPR International GeneralCOST Estimator,N,N
13-2023.00,CPR Visual Estimator,N,N
13-2023.00,Database software,N,N
13-2023.00,Emerald Data Deed-Chek,N,N
13-2023.00,eTrac,N,N
13-2023.00,FBS Data Systems Flexmls,N,N
13-2023.00,GCS Property Assessment and Tax Billing,N,N
13-2023.00,Geographic information system GIS systems,N,N
13-2023.00,Geomechanical design analysis GDA software,N,N
13-2023.00,Google Meet,N,N
13-2023.00,Google Workspace software,Y,N
13-2023.00,Govern Software GovMap,N,N
13-2023.00,Govern Software Land and Permits Management System,N,N
13-2023.00,Greenbrier Graphics Deed Plotter,N,N
13-2023.00,Hansen CAMA,N,N
13-2023.00,Howard and Friends Computer CMA Plus,N,N
13-2023.00,HP 49G+ Appraiser Fee Calculator,N,N
13-2023.00,Informatik MapDraw Deed Mapper,N,N
13-2023.00,Manatron CustomCAMA,N,N
13-2023.00,Manatron MVP Tax,N,N
13-2023.00,Manatron ProVal Plus,N,N
13-2023.00,Manufacturing Technology Costimater,N,N
13-2023.00,Mass appraisal records system MARS,N,N
13-2023.00,Microsoft Access,Y,N
13-2023.00,Microsoft Excel,Y,Y
13-2023.00,Microsoft Office software,Y,Y
13-2023.00,Microsoft Outlook,Y,Y
13-2023.00,Microsoft PowerPoint,Y,Y
13-2023.00,Microsoft Windows,Y,N
13-2023.00,Microsoft Word,Y,Y
13-2023.00,MicroSolve CAMA,N,N
13-2023.00,Modellium PariTOP,N,N
13-2023.00,Multiple listing service software,N,N
13-2023.00,Online title search and property report software,N,N
13-2023.00,Operating system software,N,N
13-2023.00,Real Edge,N,N
13-2023.00,Real Estate Center Caparate Calculator,N,N
13-2023.00,RealData Comparative Lease Analysis,N,N
13-2023.00,Realty Tools Toolkit for Market Share,N,N
13-2023.00,REI Wise Commercial,N,N
13-2023.00,RPIS Silent CMA,N,N
13-2023.00,Softree Technical Systems Terrain Tools,N,N
13-2023.00,TietoEnator ProMatch,N,N
13-2023.00,ValueTech Report Builder,N,N
13-2023.00,Visual PAMSPro,N,N
13-2023.00,Web browser software,N,N
13-2023.00,Wilson's Computer Applications RealEasy Appraisals,N,N
13-2023.00,Wilson's Computer Applications RealEasy Photos Plus,N,N
13-2023.00,WinEstimator WinEst,N,N
13-2023.00,WinGap,N,N
13-2023.00,Word processing software,N,N
13-2023.00,Yardi software,Y,N
13-2031.00,Accounting software,N,N
13-2031.00,Adaptive Planning,N,N
13-2031.00,Budget monitoring systems,N,N
13-2031.00,"Budgeting, forecasting, and planning software",N,N
13-2031.00,Business Objects Data Integrator,N,N
13-2031.00,Business performance management BPM software,N,N
13-2031.00,Deltek Costpoint,N,N
13-2031.00,Email software,N,N
13-2031.00,Enterprise resource planning ERP software,N,N
13-2031.00,Everest Software Advanced,N,N
13-2031.00,Extensity MPC,N,N
13-2031.00,Financial reporting software,N,N
13-2031.00,FRx Software Microsoft Forecaster,N,N
13-2031.00,Fund accounting software,N,N
13-2031.00,Graphics software,N,N
13-2031.00,Human resources management system HRMS,N,N
13-2031.00,Hyperion Enterprise,N,N
13-2031.00,IBM Cognos Business Intelligence,N,N
13-2031.00,IBM Cognos Planning,N,N
13-2031.00,Lilly Software Associates VISUAL Enterprise,N,N
13-2031.00,Microsoft Access,Y,Y
13-2031.00,Microsoft Dynamics GP,N,N
13-2031.00,Microsoft Excel,Y,Y
13-2031.00,Microsoft FRx,N,N
13-2031.00,Microsoft Office software,Y,Y
13-2031.00,Microsoft Outlook,Y,Y
13-2031.00,Microsoft Power BI,Y,Y
13-2031.00,Microsoft PowerPoint,Y,Y
13-2031.00,Microsoft SharePoint,Y,N
13-2031.00,Microsoft Visual Basic,Y,N
13-2031.00,Microsoft Visual Basic.NET,N,N
13-2031.00,Microsoft Word,Y,Y
13-2031.00,NetSuite NetERP,N,N
13-2031.00,Online analytical processing OLAP software,N,N
13-2031.00,Open Systems TRAVERSE,N,N
13-2031.00,Oracle E-Business Suite Financials,N,N
13-2031.00,Oracle Hyperion,N,N
13-2031.00,Oracle PeopleSoft Enterprise,N,N
13-2031.00,Oracle PeopleSoft Financials,N,N
13-2031.00,Oracle Performance Management Suites,N,N
13-2031.00,OutlookSoft,N,N
13-2031.00,Payroll software,N,N
13-2031.00,Presentation software,N,N
13-2031.00,Relational database software,N,N
13-2031.00,Revelwood,N,N
13-2031.00,Sage Active Planner,N,N
13-2031.00,Sage ERP Accpac,N,N
13-2031.00,Sage MAS 200 ERP,N,N
13-2031.00,Sage MAS 90 ERP,N,N
13-2031.00,SAP Business One,N,N
13-2031.00,SAP BusinessObjects Crystal Reports,N,N
13-2031.00,SAP Crystal Xcelsius,N,N
13-2031.00,SAP software,Y,Y
13-2031.00,Satori Group proCube,N,N
13-2031.00,Spreadsheet software,N,N
13-2031.00,Statistical software,N,N
13-2031.00,Structured query language SQL,Y,N
13-2031.00,Time and attendance software,N,N
13-2031.00,Ultimate Software UltiPro Workplace,N,N
13-2031.00,Valiant Vantage,N,N
13-2031.00,Word processing software,N,N
13-2041.00,CGI-AMS BureauLink Enterprise,N,N
13-2041.00,CGI-AMS CACS Enterprise,N,N
13-2041.00,CGI-AMS Strata,N,N
13-2041.00,Credit adjudication and lending management system CALMS,N,N
13-2041.00,Credit and risk analysis software,N,N
13-2041.00,Credit fraud detection software,N,N
13-2041.00,Dun and Bradstreet Global DecisionMaker,N,N
13-2041.00,eCredit Enterprise,N,N
13-2041.00,Equifax Advanced Decisioning,N,N
13-2041.00,Equifax Application Engine,N,N
13-2041.00,Equifax InterConnect,N,N
13-2041.00,Experian Credinomics,N,N
13-2041.00,Experian Detect,N,N
13-2041.00,Experian FraudShield,N,N
13-2041.00,Experian Quest,N,N
13-2041.00,Experian Retention Triggers,N,N
13-2041.00,Experian Strategy Management,N,N
13-2041.00,Experian Transact SM,N,N
13-2041.00,Fair Isaac Application Risk Model Software,N,N
13-2041.00,Fair Isaac Capstone Decision Manager,N,N
13-2041.00,Fair Isaac Falcon ID,N,N
13-2041.00,Microsoft Dynamics,N,N
13-2041.00,Microsoft Excel,Y,Y
13-2041.00,Microsoft Office software,Y,Y
13-2041.00,Microsoft Outlook,Y,Y
13-2041.00,Microsoft PowerPoint,Y,Y
13-2041.00,Microsoft SQL Server,Y,N
13-2041.00,Microsoft Visual Basic,Y,N
13-2041.00,Microsoft Visual Basic for Applications VBA,Y,N
13-2041.00,Microsoft Word,Y,Y
13-2041.00,Moody's KMV CreditEdge,N,N
13-2041.00,Moody's KMV Decisions,N,N
13-2041.00,Moody's KMV Financial Analyst,N,N
13-2041.00,Moody's KMV Risk Advisor,N,N
13-2041.00,Moody's KMV Risk Analyst,N,N
13-2041.00,Oracle Business Intelligence Enterprise Edition,N,N
13-2041.00,Oracle JD Edwards EnterpriseOne,N,N
13-2041.00,Python,Y,N
13-2041.00,SAP software,Y,N
13-2041.00,SAS,Y,N
13-2041.00,Structured query language SQL,Y,N
13-2051.00,Accounting software,N,N
13-2051.00,ADP Workforce Now,N,N
13-2051.00,Advanced Portfolio Technologies Report Builder,N,N
13-2051.00,Advanced Portfolio Technologies Simulator,N,N
13-2051.00,Alteryx software,Y,N
13-2051.00,Analyse-it,N,N
13-2051.00,AnalyzerXL,N,N
13-2051.00,Annuities analysis software,N,N
13-2051.00,Apache Hive,Y,N
13-2051.00,Apache Pig,N,N
13-2051.00,Apple AppleWorks,N,N
13-2051.00,Apple Keynote,N,N
13-2051.00,Aspen Graphics Technical Analysis Software,N,N
13-2051.00,BizBench,N,N
13-2051.00,BizPricer,N,N
13-2051.00,Bloomberg Professional,N,N
13-2051.00,Business Forecast Systems Forecast Pro,N,N
13-2051.00,Business intelligence software,N,N
13-2051.00,Corel QuattroPro,N,N
13-2051.00,dailyVest Investment Personalization Platform,N,N
13-2051.00,Data visualization software,N,N
13-2051.00,DealMaven Comparable Company Valuation Analysis,N,N
13-2051.00,DealMaven M&A Accretion/Dilution One-Pager,N,N
13-2051.00,DealMaven Modeling ToolPack for Excel,N,N
13-2051.00,DealMaven PresLink for PowerPoint and Word,N,N
13-2051.00,Decisioneering Crystal Ball,N,N
13-2051.00,Delphi Technology,N,N
13-2051.00,Derivatives Imagine Trading System,N,N
13-2051.00,Derivicom FinOptions XL,N,N
13-2051.00,Economic forecasting software,N,N
13-2051.00,Email software,N,N
13-2051.00,Experian Credinomics,N,N
13-2051.00,Express Business Valuations,N,N
13-2051.00,FileMaker Pro,N,N
13-2051.00,Financial modeling software,N,N
13-2051.00,FinEng Solutions PerfoRM,N,N
13-2051.00,FinEng Solutions Quantis,N,N
13-2051.00,Fractal pattern analysis software,N,N
13-2051.00,Fund accounting software,N,N
13-2051.00,Genetic algorithm optimization software,N,N
13-2051.00,Genetic algorithm software,N,N
13-2051.00,Google Docs,Y,N
13-2051.00,Google Slides,N,N
13-2051.00,Harland Financial Solutions DecisionPro,N,N
13-2051.00,Human resource management software HRMS,N,N
13-2051.00,I-flex Solutions Reveleus Investment Performance Measurement,N,N
13-2051.00,IBM Cognos Impromptu,N,N
13-2051.00,IBM Lotus 1-2-3,N,N
13-2051.00,IBM Lotus Approach,N,N
13-2051.00,IBM Notes,N,N
13-2051.00,IBM Power Systems software,N,N
13-2051.00,IBM SPSS Statistics,Y,N
13-2051.00,Innova Financial Solutions Derivatives Expert,N,N
13-2051.00,Intuit QuickBooks,Y,N
13-2051.00,Ivorix Neurostrategy Finance,N,N
13-2051.00,Keypoint DataDesk,N,N
13-2051.00,Leading Market Technologies EXPO,N,N
13-2051.00,LexisNexis,N,N
13-2051.00,Longview Consolidation,N,N
13-2051.00,Longview Performance Management Platform,N,N
13-2051.00,Longview Solutions Khalix,N,N
13-2051.00,Market forecast software,N,N
13-2051.00,Marketo Marketing Automation,Y,N
13-2051.00,Mathematical software,N,N
13-2051.00,Matheny Pattern Forecaster Plus,N,N
13-2051.00,MergerStat Control Premiums,N,N
13-2051.00,MergerStat Price to Earnings Ratios,N,N
13-2051.00,Microsoft Access,Y,N
13-2051.00,Microsoft Dynamics,N,N
13-2051.00,Microsoft Dynamics GP,N,N
13-2051.00,Microsoft Excel,Y,Y
13-2051.00,Microsoft Exchange,N,N
13-2051.00,Microsoft Office software,Y,Y
13-2051.00,Microsoft OneNote,N,N
13-2051.00,Microsoft Outlook,Y,Y
13-2051.00,Microsoft Power BI,Y,Y
13-2051.00,Microsoft PowerPoint,Y,Y
13-2051.00,Microsoft Project,Y,N
13-2051.00,Microsoft SharePoint,Y,N
13-2051.00,Microsoft SharePoint Server,N,N
13-2051.00,Microsoft SQL Server,Y,N
13-2051.00,Microsoft SQL Server Reporting Services SSRS,Y,N
13-2051.00,Microsoft Visio,Y,N
13-2051.00,Microsoft Visual Basic,Y,N
13-2051.00,Microsoft Visual Basic for Applications VBA,Y,N
13-2051.00,Microsoft Word,Y,N
13-2051.00,MicroStrategy,N,N
13-2051.00,MoneySoft Corporate Valuation,N,N
13-2051.00,Monte Carlo simulation software,N,N
13-2051.00,Montgomery Investment Technology Bonds XL,N,N
13-2051.00,Montgomery Investment Technology Exotics XL,N,N
13-2051.00,Montgomery Investment Technology FinTools,N,N
13-2051.00,Montgomery Investment Technology Options XL,N,N
13-2051.00,Montgomery Investment Technology QuoteTools,N,N
13-2051.00,Montgomery Investment Technology Risk XL,N,N
13-2051.00,Montgomery Investment Technology SigTools,N,N
13-2051.00,Montgomery Investment Technology Utility XL,N,N
13-2051.00,Moody's KMV CreditEdge,N,N
13-2051.00,Moody's RiskCalc,N,N
13-2051.00,Moss Adams Profit Mentor,N,N
13-2051.00,Mutual fund analysis software,N,N
13-2051.00,NetSuite ERP,N,N
13-2051.00,Neural network modeling software,N,N
13-2051.00,NeuroSolutions for MatLab,N,N
13-2051.00,NeuroSolutions Trading Solutions,N,N
13-2051.00,OptionVue Options Analysis,N,N
13-2051.00,Oracle Business Intelligence Enterprise Edition,N,N
13-2051.00,Oracle Database,Y,N
13-2051.00,Oracle E-Business Suite Financials,N,N
13-2051.00,Oracle Essbase,N,N
13-2051.00,Oracle Fusion Applications,N,N
13-2051.00,Oracle Hyperion,N,N
13-2051.00,Oracle Hyperion Financial Management,N,N
13-2051.00,Oracle JD Edwards EnterpriseOne,N,N
13-2051.00,Oracle PeopleSoft,Y,N
13-2051.00,Oracle PeopleSoft Financials,N,N
13-2051.00,Oracle Primavera Enterprise Project Portfolio Management,Y,N
13-2051.00,Palisade Bond @nalyst,N,N
13-2051.00,Palisade Evolver,N,N
13-2051.00,Palisade StatTools,N,N
13-2051.00,Pattern recognition software,N,N
13-2051.00,Peer-to-Peer Financial Analysis,N,N
13-2051.00,Perforce Helix software,N,N
13-2051.00,Pi Blue OptWorks Excel,N,N
13-2051.00,Portfolio management software,N,N
13-2051.00,Pricing software,N,N
13-2051.00,Qlik Tech QlikView,N,N
13-2051.00,Quantifying marketability discount QMD modeling software,N,N
13-2051.00,R,Y,N
13-2051.00,Report generation software,N,N
13-2051.00,Reporting software,N,N
13-2051.00,RiskMetrics Group WealthBench,N,N
13-2051.00,Sage 50 Accounting,N,N
13-2051.00,Salesforce software,Y,N
13-2051.00,SAP Business Objects,N,N
13-2051.00,SAP BusinessObjects Data Integrator,N,N
13-2051.00,SAP Crystal Reports,N,N
13-2051.00,SAP software,Y,Y
13-2051.00,SAS,Y,N
13-2051.00,SAS JMP,N,N
13-2051.00,Securities analysis software,N,N
13-2051.00,Spreadware Business Financial Analysis,N,N
